,song_name,song_id,artist_name,artist_id,alb_name,alb_id,song_likes,debut_date,artist_type,artist_gender,artist_nationality
0,Dynamite,32872978.0,방탄소년단,672375.0,Dynamite (DayTime Version),10479150.0,440195,2013.06.13,그룹,남성,대한민국
1,Life Goes On,33077234.0,방탄소년단,672375.0,BE,10521521.0,240484,2013.06.13,그룹,남성,대한민국
2,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),31737197.0,방탄소년단,672375.0,MAP OF THE SOUL : PERSONA,10273641.0,438387,2013.06.13,그룹,남성,대한민국
3,ON,32399830.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,264622,2013.06.13,그룹,남성,대한민국
4,봄날,30244931.0,방탄소년단,672375.0,YOU NEVER WALK ALONE,10037969.0,562613,2013.06.13,그룹,남성,대한민국
5,IDOL,31266290.0,방탄소년단,672375.0,LOVE YOURSELF 結 'Answer',10197480.0,319530,2013.06.13,그룹,남성,대한민국
6,Butter,33507137.0,방탄소년단,672375.0,Butter,10612483.0,276838,2013.06.13,그룹,남성,대한민국
7,Permission to Dance,33666269.0,방탄소년단,672375.0,Butter / Permission to Dance,10648182.0,211840,2013.06.13,그룹,남성,대한민국
8,RUN,7953785.0,방탄소년단,672375.0,화양연화 pt.2,2653551.0,189929,2013.06.13,그룹,남성,대한민국
9,FAKE LOVE,31085237.0,방탄소년단,672375.0,LOVE YOURSELF 轉 'Tear',10168559.0,335211,2013.06.13,그룹,남성,대한민국
10,DNA,30637982.0,방탄소년단,672375.0,LOVE YOURSELF 承 'Her',10097112.0,405511,2013.06.13,그룹,남성,대한민국
11,00:00 (Zero O’Clock),32399832.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,187102,2013.06.13,그룹,남성,대한민국
12,Black Swan,32323969.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,202864,2013.06.13,그룹,남성,대한민국
13,친구,32399834.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,183782,2013.06.13,그룹,남성,대한민국
14,Filter,32399827.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,159668,2013.06.13,그룹,남성,대한민국
15,I'm Fine,31266289.0,방탄소년단,672375.0,LOVE YOURSELF 結 'Answer',10197480.0,226084,2013.06.13,그룹,남성,대한민국
16,Moon,32399835.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,161541,2013.06.13,그룹,남성,대한민국
17,We are Bulletproof : the Eternal,32399837.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,148050,2013.06.13,그룹,남성,대한민국
18,시차,32399828.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,142835,2013.06.13,그룹,남성,대한민국
19,I NEED U,5681153.0,방탄소년단,672375.0,화양연화 pt.1,2316261.0,233198,2013.06.13,그룹,남성,대한민국
20,피 땀 눈물,30029173.0,방탄소년단,672375.0,WINGS,10004707.0,303368,2013.06.13,그룹,남성,대한민국
21,소우주 (Mikrokosmos),31737198.0,방탄소년단,672375.0,MAP OF THE SOUL : PERSONA,10273641.0,261690,2013.06.13,그룹,남성,대한민국
22,Euphoria,31266282.0,방탄소년단,672375.0,LOVE YOURSELF 結 'Answer',10197480.0,239537,2013.06.13,그룹,남성,대한민국
23,Inner Child,32399833.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,145408,2013.06.13,그룹,남성,대한민국
24,전하지 못한 진심 (Feat. Steve Aoki),31085238.0,방탄소년단,672375.0,LOVE YOURSELF 轉 'Tear',10168559.0,267184,2013.06.13,그룹,남성,대한민국
25,Answer : Love Myself,31266291.0,방탄소년단,672375.0,LOVE YOURSELF 結 'Answer',10197480.0,227870,2013.06.13,그룹,남성,대한민국
26,Louder than bombs,32399829.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,129806,2013.06.13,그룹,남성,대한민국
27,Make It Right,31737199.0,방탄소년단,672375.0,MAP OF THE SOUL : PERSONA,10273641.0,196000,2013.06.13,그룹,남성,대한민국
28,욱 (UGH!),32399831.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,130778,2013.06.13,그룹,남성,대한민국
29,Dionysus,31737202.0,방탄소년단,672375.0,MAP OF THE SOUL : PERSONA,10273641.0,165341,2013.06.13,그룹,남성,대한민국
30,Interlude : Shadow,32399826.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,126507,2013.06.13,그룹,남성,대한민국
31,Outro : Ego,32399838.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,121984,2013.06.13,그룹,남성,대한민국
32,Blue & Grey,33077236.0,방탄소년단,672375.0,BE,10521521.0,121815,2013.06.13,그룹,남성,대한민국
33,Epiphany,31266288.0,방탄소년단,672375.0,LOVE YOURSELF 結 'Answer',10197480.0,178990,2013.06.13,그룹,남성,대한민국
34,Butterfly,7953786.0,방탄소년단,672375.0,화양연화 pt.2,2653551.0,170763,2013.06.13,그룹,남성,대한민국
35,내 방을 여행하는 법,33077235.0,방탄소년단,672375.0,BE,10521521.0,114844,2013.06.13,그룹,남성,대한민국
36,고민보다 Go,30637988.0,방탄소년단,672375.0,LOVE YOURSELF 承 'Her',10097112.0,230466,2013.06.13,그룹,남성,대한민국
37,Anpanman,31085244.0,방탄소년단,672375.0,LOVE YOURSELF 轉 'Tear',10168559.0,191414,2013.06.13,그룹,남성,대한민국
38,HOME,31737200.0,방탄소년단,672375.0,MAP OF THE SOUL : PERSONA,10273641.0,158573,2013.06.13,그룹,남성,대한민국
39,Respect,32399836.0,방탄소년단,672375.0,MAP OF THE SOUL : 7,10377346.0,118653,2013.06.13,그룹,남성,대한민국
40,That That (prod. & feat. SUGA of BTS),34997078.0,싸이 (PSY),3865.0,싸다9,10937474.0,115915,2001,솔로,남성,대한민국
41,I LUV IT,30403589.0,싸이 (PSY),3865.0,PSY 8th 4X2=8,10060647.0,80955,2001,솔로,남성,대한민국
42,New Face,30403590.0,싸이 (PSY),3865.0,PSY 8th 4X2=8,10060647.0,98502,2001,솔로,남성,대한민국
43,DADDY (Feat. CL of 2NE1),7956304.0,싸이 (PSY),3865.0,칠집싸이다,2653861.0,65743,2001,솔로,남성,대한민국
44,나팔바지,7956303.0,싸이 (PSY),3865.0,칠집싸이다,2653861.0,68548,2001,솔로,남성,대한민국
45,환희,891991.0,싸이 (PSY),3865.0,Remake & Mix 18번,305676.0,9548,2001,솔로,남성,대한민국
46,마지막 장면 (Feat. 이성경),30403591.0,싸이 (PSY),3865.0,PSY 8th 4X2=8,10060647.0,38416,2001,솔로,남성,대한민국
47,Dream (Feat. XIA of JYJ),7956305.0,싸이 (PSY),3865.0,칠집싸이다,2653861.0,43630,2001,솔로,남성,대한민국
48,팩트폭행 (Feat. G-DRAGON),30403595.0,싸이 (PSY),3865.0,PSY 8th 4X2=8,10060647.0,20813,2001,솔로,남성,대한민국
49,Celeb,34997079.0,싸이 (PSY),3865.0,싸다9,10937474.0,19142,2001,솔로,남성,대한민국
50,I Remember You (Feat. Zion.T),7956302.0,싸이 (PSY),3865.0,칠집싸이다,2653861.0,35848,2001,솔로,남성,대한민국
51,"BOMB (Feat. B.I, BOBBY)",30403593.0,싸이 (PSY),3865.0,PSY 8th 4X2=8,10060647.0,16226,2001,솔로,남성,대한민국
52,LOVE (Feat. 태양),30403592.0,싸이 (PSY),3865.0,PSY 8th 4X2=8,10060647.0,15950,2001,솔로,남성,대한민국
53,인생극장 - A형,891990.0,싸이 (PSY),3865.0,Remake & Mix 18번,305676.0,646,2001,솔로,남성,대한민국
54,감동이야 (feat. 성시경),34997080.0,싸이 (PSY),3865.0,싸다9,10937474.0,15759,2001,솔로,남성,대한민국
55,흐린 기억 속의 그대,891999.0,싸이 (PSY),3865.0,Remake & Mix 18번,305676.0,1302,2001,솔로,남성,대한민국
56,언젠가는,891995.0,싸이 (PSY),3865.0,Remake & Mix 18번,305676.0,1761,2001,솔로,남성,대한민국
57,사랑했어요,891992.0,싸이 (PSY),3865.0,Remake & Mix 18번,305676.0,454,2001,솔로,남성,대한민국
58,비오니까,1616546.0,싸이 (PSY),3865.0,2006 올나잇스탠드 LIVE & DVD,349283.0,672,2001,솔로,남성,대한민국
59,아버지,891993.0,싸이 (PSY),3865.0,Remake & Mix 18번,305676.0,38211,2001,솔로,남성,대한민국
60,골목길 (Feat. 조PD),891996.0,싸이 (PSY),3865.0,Remake & Mix 18번,305676.0,372,2001,솔로,남성,대한민국
61,지나오다,30699142.0,닐로(Nilo),896096.0,About You,10106853.0,247526,2015.09.14,솔로,남성,대한민국
62,미운 날,31629490.0,닐로(Nilo),896096.0,29,10254316.0,42703,2015.09.14,솔로,남성,대한민국
63,넋두리,9642570.0,닐로(Nilo),896096.0,넋두리,2710553.0,120606,2015.09.14,솔로,남성,대한민국
64,How You Like That,32720013.0,BLACKPINK,995169.0,How You Like That,10451566.0,194060,2010,그룹,여성,대한민국
65,Lovesick Girls,32961718.0,BLACKPINK,995169.0,THE ALBUM,10498032.0,218287,2010,그룹,여성,대한민국
66,Ice Cream (with Selena Gomez),32889003.0,BLACKPINK,995169.0,Ice Cream (with Selena Gomez),10482568.0,90582,2010,그룹,여성,대한민국
67,불장난,30069773.0,BLACKPINK,995169.0,SQUARE TWO,10011491.0,196573,2010,그룹,여성,대한민국
68,뚜두뚜두 (DDU-DU DDU-DU),31131273.0,BLACKPINK,995169.0,SQUARE UP,10176415.0,249084,2010,그룹,여성,대한민국
69,Kill This Love,31717822.0,BLACKPINK,995169.0,KILL THIS LOVE,10270288.0,146398,2010,그룹,여성,대한민국
70,마지막처럼,30481578.0,BLACKPINK,995169.0,마지막처럼,10072696.0,233988,2010,그룹,여성,대한민국
71,바람만바람만,1497527.0,김종국,1692.0,S.101,332407.0,29805,2001,솔로,남성,대한민국
72,제자리 걸음,866705.0,김종국,1692.0,This Is Me,304499.0,24721,2001,솔로,남성,대한민국
73,편지,1144020.0,김종국,1692.0,네 번째 편지,316531.0,9233,2001,솔로,남성,대한민국
74,어제보다 오늘 더,1941619.0,김종국,1692.0,Here I Am,399175.0,21331,2001,솔로,남성,대한민국
75,그녀의 남자에게,866706.0,김종국,1692.0,This Is Me,304499.0,6481,2001,솔로,남성,대한민국
76,사랑한다는 말,1144018.0,김종국,1692.0,네 번째 편지,316531.0,5825,2001,솔로,남성,대한민국
77,중독,529686.0,김종국,1692.0,Evolution,34958.0,11994,2001,솔로,남성,대한민국
78,사랑이 아파도,1144024.0,김종국,1692.0,네 번째 편지,316531.0,227,2001,솔로,남성,대한민국
79,꿈을 향해,1144031.0,김종국,1692.0,네 번째 편지,316531.0,685,2001,솔로,남성,대한민국
80,토박이,1144027.0,김종국,1692.0,네 번째 편지,316531.0,345,2001,솔로,남성,대한민국
81,한 남자,529685.0,김종국,1692.0,Evolution,34958.0,31254,2001,솔로,남성,대한민국
82,사랑스러워,866710.0,김종국,1692.0,This Is Me,304499.0,22192,2001,솔로,남성,대한민국
83,너만 모르는 이야기,1144019.0,김종국,1692.0,네 번째 편지,316531.0,478,2001,솔로,남성,대한민국
84,"별, 바람, 햇살 그리고 사랑",866714.0,김종국,1692.0,This Is Me,304499.0,27847,2001,솔로,남성,대한민국
85,한 사람,1144021.0,김종국,1692.0,네 번째 편지,316531.0,597,2001,솔로,남성,대한민국
86,Counting Stars (Feat. Beenzino),34398735.0,BE'O (비오),2758756.0,Counting Stars,10810162.0,163396,2010,솔로,남성,대한민국
87,리무진 (Feat. MINO) (Prod. GRAY),34298499.0,BE'O (비오),2758756.0,쇼미더머니 10 Episode 3,10784974.0,182398,2010,솔로,남성,대한민국
88,LOVE me,34875621.0,BE'O (비오),2758756.0,LOVE me,10916904.0,105900,2010,솔로,남성,대한민국
89,네가 없는 밤 (Feat. ASH ISLAND) (Prod. GRAY),34366006.0,BE'O (비오),2758756.0,쇼미더머니 10 Final,10802694.0,72030,2010,솔로,남성,대한민국
90,문득,33448767.0,BE'O (비오),2758756.0,Bipolar,10601149.0,115061,2010,솔로,남성,대한민국
91,MBTI (Feat. 쿠기 & 로꼬) (Prod. GRAY),34331510.0,BE'O (비오),2758756.0,쇼미더머니 10 Semi Final,10793912.0,49820,2010,솔로,남성,대한민국
92,와리가리,5713422.0,혁오 (HYUKOH),785589.0,22,2320721.0,144642,2014.09.18,그룹,남성,대한민국
93,위잉위잉,5385974.0,혁오 (HYUKOH),785589.0,20,2282505.0,220682,2014.09.18,그룹,남성,대한민국
94,TOMBOY,30383949.0,혁오 (HYUKOH),785589.0,23,10057570.0,202256,2014.09.18,그룹,남성,대한민국
95,Hooka,5713425.0,혁오 (HYUKOH),785589.0,22,2320721.0,49041,2014.09.18,그룹,남성,대한민국
96,Ohio,5385973.0,혁오 (HYUKOH),785589.0,20,2282505.0,55751,2014.09.18,그룹,남성,대한민국
97,공드리,5713426.0,혁오 (HYUKOH),785589.0,22,2320721.0,63292,2014.09.18,그룹,남성,대한민국
98,큰새,5713423.0,혁오 (HYUKOH),785589.0,22,2320721.0,33631,2014.09.18,그룹,남성,대한민국
99,VVS (Feat. JUSTHIS) (Prod. GroovyRoom),33077590.0,미란이 (Mirani),2866523.0,쇼미더머니 9 Episode 1,10521601.0,201662,2010,솔로,여성,대한민국
100,"Achoo (Feat. pH-1, HAON) (Prod. GroovyRoom)",33115804.0,미란이 (Mirani),2866523.0,쇼미더머니 9 Episode 3,10529161.0,66188,2010,솔로,여성,대한민국
101,180도,31477685.0,벤,655051.0,180˚,10230497.0,166114,2012,솔로,여성,대한민국
102,헤어져줘서 고마워,31901475.0,벤,655051.0,헤어져줘서 고마워,10302879.0,132323,2012,솔로,여성,대한민국
103,혼술하고 싶은 밤,33104090.0,벤,655051.0,혼술하고 싶은 밤,10527241.0,51050,2012,솔로,여성,대한민국
104,열애중,31062863.0,벤,655051.0,RECIPE,10164839.0,187364,2012,솔로,여성,대한민국
105,두근두근,5709755.0,벤,655051.0,프로듀사 OST,2320218.0,28195,2012,솔로,여성,대한민국
106,Gee,2012282.0,소녀시대 (GIRLS' GENERATION),228069.0,The First Mini Album 'Gee',458355.0,45113,2007.08.05,그룹,여성,대한민국
107,PARTY,5768980.0,소녀시대 (GIRLS' GENERATION),228069.0,PARTY,2328091.0,98279,2007.08.05,그룹,여성,대한민국
108,소녀시대 (Girls' Generation),1756965.0,소녀시대 (GIRLS' GENERATION),228069.0,소녀시대,360075.0,22123,2007.08.05,그룹,여성,대한민국
109,다시 만난 세계 (Into The New World),1683050.0,소녀시대 (GIRLS' GENERATION),228069.0,다시 만난 세계,355128.0,93654,2007.08.05,그룹,여성,대한민국
110,힘 내! (Way To Go),2015662.0,소녀시대 (GIRLS' GENERATION),228069.0,The First Mini Album 'Gee',458355.0,46519,2007.08.05,그룹,여성,대한민국
111,The Boys,3565193.0,소녀시대 (GIRLS' GENERATION),228069.0,'The Boys' The 3rd Album,2017426.0,29287,2007.08.05,그룹,여성,대한민국
112,MR.TAXI (Korean Ver.),3579341.0,소녀시대 (GIRLS' GENERATION),228069.0,'The Boys' The 3rd Album,2017426.0,14307,2007.08.05,그룹,여성,대한민국
113,힘들어하는 연인들을 위해 (Let's Talk About Love),2015665.0,소녀시대 (GIRLS' GENERATION),228069.0,The First Mini Album 'Gee',458355.0,4720,2007.08.05,그룹,여성,대한민국
114,Lion Heart,5820368.0,소녀시대 (GIRLS' GENERATION),228069.0,Lion Heart - The 5th Album,2335204.0,95881,2007.08.05,그룹,여성,대한민국
115,벚꽃 엔딩,3753304.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,379227,2012,그룹,남성,대한민국
116,첫사랑,3753302.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,114141,2012,그룹,남성,대한민국
117,여수 밤바다,3753303.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,166576,2012,그룹,남성,대한민국
118,이상형,3743293.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,33958,2012,그룹,남성,대한민국
119,외로움증폭장치 (브래드 드럼 한판 쉬기),3753305.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,57074,2012,그룹,남성,대한민국
120,꽃송이가,3753309.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,104039,2012,그룹,남성,대한민국
121,전활 거네,3753308.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,33065,2012,그룹,남성,대한민국
122,골목길 어귀에서,3753307.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,32620,2012,그룹,남성,대한민국
123,향수,3753310.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,42180,2012,그룹,남성,대한민국
124,골목길,3753306.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,9078,2012,그룹,남성,대한민국
125,봄바람,3753301.0,버스커 버스커,569233.0,버스커 버스커 1집,2097226.0,33868,2012,그룹,남성,대한민국
126,서울사람들,3614345.0,버스커 버스커,569233.0,서울사람들,2036032.0,19825,2012,그룹,남성,대한민국
127,동경소녀,3565240.0,버스커 버스커,569233.0,슈퍼스타K 3 Top11 Part 1,2017466.0,44489,2012,그룹,남성,대한민국
128,정류장,3576486.0,버스커 버스커,569233.0,슈퍼스타K 3 Top11 Part 3,2021189.0,73880,2012,그룹,남성,대한민국
129,막걸리나,3593454.0,버스커 버스커,569233.0,슈퍼스타K 3 Top11 Part 5,2026966.0,21060,2012,그룹,남성,대한민국
130,내사람 : Partner For Life,1139741.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,25467,2004,그룹,남성,대한민국
131,아리랑,1615770.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,31789,2004,그룹,남성,대한민국
132,Must Have Love,1489805.0,SG 워너비,108363.0,SG워너비 & 브라운아이드걸스 싱글,331377.0,68484,2004,그룹,남성,대한민국
133,사랑했어요 (Feat. 데니안),1139742.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,7048,2004,그룹,남성,대한민국
134,폭풍,1141600.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,3342,2004,그룹,남성,대한민국
135,한여름날의 꿈 (Duet With 옥주현),1615772.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,31073,2004,그룹,남성,대한민국
136,가시리,1558953.0,SG 워너비,108363.0,All Star,343446.0,21799,2004,그룹,남성,대한민국
137,사랑가,1500204.0,SG 워너비,108363.0,The Precious History,332658.0,3196,2004,그룹,남성,대한민국
138,광(狂),711628.0,SG 워너비,108363.0,살다가,50578.0,16723,2004,그룹,남성,대한민국
139,죄와벌,711627.0,SG 워너비,108363.0,살다가,50578.0,51256,2004,그룹,남성,대한민국
140,은(恩),1615771.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,4835,2004,그룹,남성,대한민국
141,느림보,1145943.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,10779,2004,그룹,남성,대한민국
142,살다가,711626.0,SG 워너비,108363.0,살다가,50578.0,74796,2004,그룹,남성,대한민국
143,비익조,1146394.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,4674,2004,그룹,남성,대한민국
144,Stay,1615780.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,16205,2004,그룹,남성,대한민국
145,Run,1146395.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,1911,2004,그룹,남성,대한민국
146,지상에서 영원으로,1615774.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,2984,2004,그룹,남성,대한민국
147,선인장,1146399.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,921,2004,그룹,남성,대한민국
148,The Story,536962.0,SG 워너비,108363.0,매직 OST,35448.0,8423,2004,그룹,남성,대한민국
149,그저 바라볼 수만 있어도,1500205.0,SG 워너비,108363.0,The Precious History,332658.0,770,2004,그룹,남성,대한민국
150,내가 너를,1146396.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,920,2004,그룹,남성,대한민국
151,욕심,1146397.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,1099,2004,그룹,남성,대한민국
152,이별하길 정말 잘했어요,1615781.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,2150,2004,그룹,남성,대한민국
153,Love Song,1146393.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,733,2004,그룹,남성,대한민국
154,잊어요,1615773.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,1295,2004,그룹,남성,대한민국
155,가시나무새,1615775.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,2056,2004,그룹,남성,대한민국
156,I'm sorry,1146400.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,921,2004,그룹,남성,대한민국
157,한여름날의 꿈 Part.2,1615779.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,1390,2004,그룹,남성,대한민국
158,Wedding,1146398.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,1227,2004,그룹,남성,대한민국
159,웃다가 울다가,1146401.0,SG 워너비,108363.0,The 3rd Masterpiece,316209.0,850,2004,그룹,남성,대한민국
160,꽃잎,1615778.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,1758,2004,그룹,남성,대한민국
161,사랑아 잘가,1615783.0,SG 워너비,108363.0,The Sentimental Chord,349217.0,1095,2004,그룹,남성,대한민국
162,SIGNAL,30413326.0,TWICE (트와이스),905701.0,SIGNAL,10062172.0,128279,2015.10.20,그룹,여성,대한민국
163,What is Love?,31006730.0,TWICE (트와이스),905701.0,What is Love?,10156195.0,155917,2015.10.20,그룹,여성,대한민국
164,YES or YES,31403163.0,TWICE (트와이스),905701.0,YES or YES,10219298.0,157300,2015.10.20,그룹,여성,대한민국
165,MORE & MORE,32636656.0,TWICE (트와이스),905701.0,MORE & MORE,10437786.0,81163,2015.10.20,그룹,여성,대한민국
166,OOH-AHH하게,7891119.0,TWICE (트와이스),905701.0,THE STORY BEGINS,2645617.0,153288,2015.10.20,그룹,여성,대한민국
167,KNOCK KNOCK,30261007.0,TWICE (트와이스),905701.0,TWICEcoaster : LANE 2,10040060.0,168052,2015.10.20,그룹,여성,대한민국
168,FANCY,31754579.0,TWICE (트와이스),905701.0,FANCY YOU,10276861.0,134487,2015.10.20,그룹,여성,대한민국
169,TT,30054344.0,TWICE (트와이스),905701.0,TWICEcoaster : LANE 1,10008861.0,196444,2015.10.20,그룹,여성,대한민국
170,Heart Shaker,30781481.0,TWICE (트와이스),905701.0,Merry & Happy,10118955.0,153883,2015.10.20,그룹,여성,대한민국
171,I CAN’T STOP ME,33016659.0,TWICE (트와이스),905701.0,Eyes wide open,10508930.0,69539,2015.10.20,그룹,여성,대한민국
172,Dance The Night Away,31175119.0,TWICE (트와이스),905701.0,Summer Nights,10183127.0,183714,2015.10.20,그룹,여성,대한민국
173,LIKEY,30700708.0,TWICE (트와이스),905701.0,twicetagram,10107114.0,148439,2015.10.20,그룹,여성,대한민국
174,CHEER UP,8158031.0,TWICE (트와이스),905701.0,PAGE TWO,2681333.0,223630,2015.10.20,그룹,여성,대한민국
175,SCIENTIST,34254823.0,TWICE (트와이스),905701.0,Formula of Love: O+T=<3,10774753.0,40540,2015.10.20,그룹,여성,대한민국
176,Tell me (Sampling From 'Two Of Hearts'),1724693.0,원더걸스,217764.0,The Wonder Years,357386.0,26144,2007,그룹,여성,대한민국
177,Nobody,1929329.0,원더걸스,217764.0,The Wonder Years - Trilogy,398026.0,25615,2007,그룹,여성,대한민국
178,Be My Baby,3600223.0,원더걸스,217764.0,Wonder World,2030418.0,40168,2007,그룹,여성,대한민국
179,Irony (아이러니),1566277.0,원더걸스,217764.0,The wonder begins,344229.0,16975,2007,그룹,여성,대한민국
180,The DJ Is Mine,3674655.0,원더걸스,217764.0,The DJ Is Mine,2063807.0,5387,2007,그룹,여성,대한민국
181,"Anybody (Feat. Dynamic Duo, SAN E, J.Y. Park)",1961948.0,원더걸스,217764.0,Anybody,415251.0,8855,2007,그룹,여성,대한민국
182,미안한 마음 ~tears~,1629473.0,원더걸스,217764.0,미안한 마음 ~tears~,350552.0,1775,2007,그룹,여성,대한민국
183,시간을 거슬러,3678813.0,린,8530.0,해를 품은 달 OST Part.2,2065906.0,20868,2002,솔로,여성,대한민국
184,매력쟁이 (Feat. MC 몽),1983482.0,린,8530.0,매력쟁이 (Digital Single),431753.0,13027,2002,솔로,여성,대한민국
185,보통여자,860577.0,린,8530.0,One And Only Feeling,304135.0,6154,2002,솔로,여성,대한민국
186,날 위한 이별,1125392.0,린,8530.0,Misty Memories,315091.0,18693,2002,솔로,여성,대한민국
187,곰인형 (Feat. 해금),3736176.0,린,8530.0,LoveFiction,2093727.0,68300,2002,솔로,여성,대한민국
188,이별살이,1583267.0,린,8530.0,The Pride Of The Morning,346237.0,12961,2002,솔로,여성,대한민국
189,...사랑했잖아... Part II,1673133.0,린,8530.0,The Pride Of The Morning (Special Edition),354289.0,801,2002,솔로,여성,대한민국
190,Love Me For Me,3483744.0,린,8530.0,Metro Sexy 7.,1336663.0,1493,2002,솔로,여성,대한민국
191,사랑..다 거짓말,2020854.0,린,8530.0,"Let Go, Let In, It's A New Day",466352.0,25049,2002,솔로,여성,대한민국
192,Naughty Girl,860582.0,린,8530.0,One And Only Feeling,304135.0,802,2002,솔로,여성,대한민국
193,그런 사람 (Woman Ver.),7993858.0,린,8530.0,오 마이 비너스 OST Part.7,2658987.0,3752,2002,솔로,여성,대한민국
194,...사랑했잖아...,519620.0,린,8530.0,Can U See The Bright,34289.0,95913,2002,솔로,여성,대한민국
195,Celebrity,33239419.0,아이유,261143.0,IU 5th Album 'LILAC',10554246.0,322868,2008.09.18,솔로,여성,대한민국
196,에잇(Prod.&Feat. SUGA of BTS),32578498.0,아이유,261143.0,에잇,10426648.0,380811,2008.09.18,솔로,여성,대한민국
197,팔레트 (Feat. G-DRAGON),30378156.0,아이유,261143.0,Palette,10056666.0,283189,2008.09.18,솔로,여성,대한민국
198,너랑 나,3625504.0,아이유,261143.0,Last Fantasy,2040666.0,162013,2008.09.18,솔로,여성,대한민국
199,Into the I-LAND,32698765.0,아이유,261143.0,I-LAND Part.1 Signal Song,10447670.0,133982,2008.09.18,솔로,여성,대한민국
200,strawberry moon,34101563.0,아이유,261143.0,strawberry moon,10743453.0,201965,2008.09.18,솔로,여성,대한민국
201,내 손을 잡아,3414749.0,아이유,261143.0,최고의 사랑 OST Part.4,1286252.0,197384,2008.09.18,솔로,여성,대한민국
202,사랑이 잘 (With 오혁),30349593.0,아이유,261143.0,사랑이 잘,10052968.0,228177,2008.09.18,솔로,여성,대한민국
203,미리 메리 크리스마스 (Feat. 천둥 Of MBLAQ),3053259.0,아이유,261143.0,Real,1093562.0,167410,2008.09.18,솔로,여성,대한민국
204,Blueming,32183386.0,아이유,261143.0,Love poem,10346650.0,341999,2008.09.18,솔로,여성,대한민국
205,밤편지,30314784.0,아이유,261143.0,밤편지,10047890.0,446178,2008.09.18,솔로,여성,대한민국
206,삐삐,31346009.0,아이유,261143.0,삐삐,10210535.0,289112,2008.09.18,솔로,여성,대한민국
207,마음,5700639.0,아이유,261143.0,마음,2319008.0,208203,2008.09.18,솔로,여성,대한민국
208,스물셋,7896508.0,아이유,261143.0,CHAT-SHIRE,2646282.0,194641,2008.09.18,솔로,여성,대한민국
209,이런 엔딩,30378157.0,아이유,261143.0,Palette,10056666.0,195622,2008.09.18,솔로,여성,대한민국
210,이 지금,30378155.0,아이유,261143.0,Palette,10056666.0,184685,2008.09.18,솔로,여성,대한민국
211,얼음꽃 (Feat. 김세황),3450190.0,아이유,261143.0,얼음꽃,1313571.0,64957,2008.09.18,솔로,여성,대한민국
212,드라마,34481680.0,아이유,261143.0,조각집,10827816.0,151801,2008.09.18,솔로,여성,대한민국
